Player,Role,Amount,Team,Year,Player Origin,year,first_initial,surname,name,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,initials,performance,expected_performance,value_residual,z
Brendon McCullum,Batsman,36000000,Royal Challengers Bangalore,2018.0,Overseas,2018,B,mccullum,BB McCullum,127.0,91.0,0.0,0.0,0.0,,BB,0.2852002315498005,0.4406468928294407,-0.15544666127964019,-0.12880609803487927
C.M. Gautam,Wicket Keeper,2000000,Mumbai Indians,2014.0,Indian,2014,C,gautam,CM Gautam,121.0,116.0,0.0,0.0,0.0,,CM,0.24005940436326018,-0.5244961712301279,0.7645555755933882,0.6335254782078379
Carlos Brathwaite,All-Rounder,42000000,Delhi Daredevils,2016.0,Overseas,2016,C,brathwaite,CR Brathwaite,83.0,40.0,7.0,143.0,189.0,7.930069930069931,CR,-0.06893747439947433,0.49212036126785375,-0.561057835667328,-0.4649033307585651
Carlos Brathwaite,All-Rounder,20000000,Sunrisers Hyderabad,2018.0,Overseas,2018,C,brathwaite,CR Brathwaite,75.0,54.0,5.0,64.0,94.0,8.8125,CR,-0.5930604608033968,0.24437517752943094,-0.8374356383328277,-0.6939153021431163
Chetan Sakariya,Bowler,12000000,Rajasthan Royals,2021.0,Indian,2021,C,sakariya,C Sakariya,16.0,25.0,14.0,334.0,426.0,7.652694610778443,C,0.6235206420645126,0.07380203019128206,0.5497186118732306,0.45550743148585976
Chetan Sakariya,Bowler,42000000,Delhi Capitals,2022.0,Indian,2022,C,sakariya,C Sakariya,0.0,0.0,3.0,71.0,84.0,7.098591549295774,C,-1.2029038999837907,0.49212036126785375,-1.6950242612516444,-1.4045297555379188
Cheteshwar Pujara,Batsman,19000000,Kings XI Punjab,2014.0,Indian,2014,C,pujara,CA Pujara,125.0,129.0,0.0,0.0,0.0,,CA,0.27015328915428705,0.22724749588236737,0.04290579327191968,0.03555256683516217
Chris Jordan,All-Rounder,30000000,Kings XI Punjab,2020.0,Overseas,2020,C,jordan,CJ Jordan,29.0,33.0,9.0,210.0,315.0,9.0,CJ,-0.5302587586594135,0.3797667013843409,-0.9100254600437544,-0.7540646267710147
Chris Jordan,All-Rounder,36000000,Chennai Super Kings,2022.0,Overseas,2022,C,jordan,CJ Jordan,11.0,9.0,2.0,80.0,135.0,10.125,CJ,-1.5250251517081583,0.4406468928294407,-1.965672044537599,-1.628793722482441
Chris Lynn,Batsman,13000000,Kolkata Knight Riders,2014.0,Overseas,2014,C,lynn,CA Lynn,58.0,52.0,0.0,0.0,0.0,,CA,-0.23391928109541357,0.10052961771652491,-0.3344488988119385,-0.27713080032340565
Chris Lynn,Batsman,96000000,Kolkata Knight Riders,2018.0,Overseas,2018,C,lynn,CA Lynn,491.0,382.0,0.0,0.0,0.0,,CA,3.0237437475332487,0.768162046541029,2.2555817009922197,1.869018448592034
Chris Woakes,All-Rounder,42000000,Kolkata Knight Riders,2017.0,Overseas,2017,C,woakes,CR Woakes,46.0,47.0,17.0,278.0,386.0,8.33093525179856,CR,0.9051033948267708,0.49212036126785375,0.4129830335589171,0.3422056972432329
Chris Woakes,All-Rounder,74000000,Royal Challengers Bangalore,2018.0,Overseas,2018,C,woakes,CR Woakes,17.0,19.0,8.0,118.0,190.0,9.661016949152541,CR,-0.9268784285004594,0.6812492034803279,-1.6081276319807873,-1.3325255345619063
Christopher Gayle,Batsman,20000000,Kings XI Punjab,2018.0,Overseas,2018,C,gayle,CH Gayle,368.0,261.0,0.0,0.0,0.0,,CH,2.0983567902091713,0.24437517752943094,1.8539816126797404,1.5362448790591594
Christopher Morris,All-Rounder,46875000,Chennai Super Kings,2013.0,Overseas,2013,C,morris,CH Morris,14.0,17.0,15.0,309.0,401.0,7.786407766990291,CH,0.695021941280256,0.5287893662039629,0.16623257507629308,0.13774351398483195
Christopher Morris,All-Rounder,14000000,Rajasthan Royals,2015.0,Overseas,2015,C,morris,CH Morris,76.0,47.0,14.0,270.0,325.0,7.222222222222222,CH,1.2976787447419404,0.12527549862969334,1.172403246112247,0.9714759147093007
Christopher Morris,All-Rounder,70000000,Delhi Daredevils,2016.0,Overseas,2016,C,morris,CH Morris,195.0,114.0,13.0,274.0,308.0,6.744525547445256,CH,2.245910321934133,0.6626935086060026,1.5832168133281304,1.3118839503484574
Christopher Morris,All-Rounder,100000000,Royal Challengers Bangalore,2020.0,Overseas,2020,C,morris,CH Morris,34.0,21.0,11.0,204.0,210.0,6.176470588235294,CH,0.8770908281659242,0.7817931875057411,0.09529764066018309,0.07896546084889156
Christopher Morris,All-Rounder,162500000,Rajasthan Royals,2021.0,Overseas,2021,C,morris,CH Morris,67.0,53.0,15.0,262.0,376.0,8.610687022900764,CH,0.6367727793204265,0.9439122988858939,-0.30713951956546737,-0.2545017225964504
Colin Ingram,Batsman,64000000,Delhi Capitals,2019.0,Overseas,2019,C,ingram,CA Ingram,184.0,157.0,0.0,0.0,0.0,,CA,0.714038089821934,0.6327705226861191,0.08126756713581484,0.06733987165360247
Colin Munro,All-Rounder,3000000,Kolkata Knight Riders,2016.0,Overseas,2016,C,munro,C Munro,30.0,31.0,0.0,12.0,15.0,7.5,C,-0.4445764746326019,-0.3891046473752171,-0.05547182725738481,-0.045965024665501765
Colin Munro,All-Rounder,19000000,Delhi Daredevils,2018.0,Overseas,2018,C,munro,C Munro,63.0,41.0,0.0,0.0,0.0,,C,-0.19630192510662994,0.22724749588236737,-0.4235494209889973,-0.35096120941692266
Corey Anderson,All-Rounder,45000000,Mumbai Indians,2014.0,Overseas,2014,C,anderson,CJ Anderson,265.0,186.0,4.0,114.0,184.0,9.68421052631579,CJ,0.5897085183250738,0.5151582252392526,0.07455029308582117,0.0617738089753302
Corey Anderson,All-Rounder,10000000,Delhi Daredevils,2017.0,Overseas,2017,C,anderson,CJ Anderson,142.0,130.0,3.0,121.0,186.0,9.223140495867767,CJ,-0.37014753208262885,0.012921838746182246,-0.3830693708288111,-0.31741866005325414
Dale Steyn,Bowler,20000000,Royal Challengers Bangalore,2020.0,Overseas,2020,D,steyn,DW Steyn,1.0,2.0,1.0,75.0,133.0,10.64,DW,-1.6885967216839624,0.24437517752943094,-1.9329718992133933,-1.6016977521366556
Dan Christian,All-Rounder,48000000,Royal Challengers Bangalore,2021.0,Overseas,2021,D,christian,DT Christian,14.0,24.0,4.0,104.0,155.0,8.942307692307693,DT,-1.1889967852888308,0.5367087077577803,-1.7257054930466111,-1.429952815241363
Daniel Christian,All-Rounder,7500000,Royal Challengers Bangalore,2013.0,Overseas,2013,D,christian,DT Christian,6.0,16.0,0.0,38.0,55.0,8.68421052631579,DT,-0.6251397833787633,-0.0831399761821574,-0.5419998071966059,-0.44911148123704125
Daniel Christian,All-Rounder,10000000,Rising Pune Supergiant,2017.0,Overseas,2017,D,christian,DT Christian,79.0,52.0,11.0,249.0,298.0,7.180722891566265,DT,0.8073468545539925,0.012921838746182246,0.7944250158078102,0.658275871769425
Daniel Christian,All-Rounder,15000000,Delhi Daredevils,2018.0,Overseas,2018,D,christian,DT Christian,26.0,33.0,4.0,71.0,101.0,8.535211267605634,DT,-1.0385283207726608,0.14831336260109218,-1.186841683373753,-0.9834398819638323
Daniel Sams,All-Rounder,26000000,Mumbai Indians,2022.0,Overseas,2022,D,sams,DR Sams,38.0,40.0,13.0,274.0,370.0,8.102189781021899,DR,0.41237668115005754,0.3319829564997745,0.08039372465028305,0.06661578893653486
Darcy Short,All-Rounder,40000000,Rajasthan Royals,2018.0,Overseas,2018,D,short,DJM Short,115.0,102.0,1.0,18.0,19.0,6.333333333333333,DJM,-0.6717421759434306,0.4758285163126805,-1.147570692256111,-0.9508991822139278
Darren Sammy,All-Rounder,31875000,Sunrisers Hyderabad,2013.0,Overseas,2013,D,sammy,DJG Sammy,174.0,136.0,8.0,138.0,168.0,7.304347826086956,DJG,0.9511458656078449,0.40001026801120254,0.5511355975966423,0.4566815731528555
Darren Sammy,All-Rounder,35000000,Sunrisers Hyderabad,2014.0,Overseas,2014,D,sammy,DJG Sammy,108.0,97.0,3.0,88.0,157.0,10.704545454545455,DJG,-0.7902083052824178,0.4312401698227539,-1.2214484751051717,-1.0121157362519528
Darshan Nalkande,All-Rounder,2000000,Gujarat Titans,2022.0,Indian,2022,D,nalkande,DG Nalkande,0.0,0.0,2.0,33.0,59.0,10.727272727272727,DG,-1.652304573699634,-0.5244961712301279,-1.127808402469506,-0.9345237681992908
Daryl Mitchell,All-Rounder,7500000,Rajasthan Royals,2022.0,Overseas,2022,D,mitchell,DJ Mitchell,33.0,46.0,0.0,13.0,27.0,12.461538461538462,DJ,-0.42200606103933175,-0.0831399761821574,-0.33886608485717434,-0.2807909657724237
David Miller,Batsman,30000000,Kings XI Punjab,2018.0,Overseas,2018,D,miller,DA Miller,74.0,66.0,0.0,0.0,0.0,,DA,-0.11354374193130595,0.3797667013843409,-0.49331044331564683,-0.4087665363814893
David Miller,Batsman,30000000,Gujarat Titans,2022.0,Overseas,2022,D,miller,DA Miller,481.0,348.0,0.0,0.0,0.0,,DA,2.9485090355556816,0.3797667013843409,2.5687423341713407,2.128509381918487
David Warner,Batsman,55000000,Sunrisers Hyderabad,2014.0,Overseas,2014,D,warner,DA Warner,528.0,386.0,0.0,0.0,0.0,,DA,3.3021121818502475,0.5821654983888758,2.7199466834613717,2.2538002185155857
David Warner,Batsman,62500000,Delhi Capitals,2022.0,Overseas,2022,D,warner,DA Warner,432.0,301.0,0.0,0.0,0.0,,DA,2.5798589468656017,0.6248511811323016,1.9550077657333,1.6199570956303102
David Wiese,All-Rounder,28000000,Royal Challengers Bangalore,2015.0,Overseas,2015,D,wiese,D Wiese,122.0,90.0,16.0,262.0,353.0,8.083969465648856,D,1.4873245504823338,0.3567288374129438,1.13059571306939,0.9368333874566421
David Willey,All-Rounder,20000000,Royal Challengers Bangalore,2022.0,Overseas,2022,D,willey,DJ Willey,18.0,32.0,1.0,66.0,72.0,6.545454545454546,DJ,-1.4093591002821366,0.24437517752943094,-1.6537342778115676,-1.3703160798561134
Deepak Chahar,All-Rounder,1000000,Rising Pune Supergiant,2016.0,Indian,2016,D,chahar,DL Chahar,0.0,0.0,0.0,33.0,41.0,7.454545454545454,DL,-0.6702806105653036,-0.7559495100133775,0.08566889944807388,0.07098690039407227
Deepak Chahar,All-Rounder,8000000,Chennai Super Kings,2018.0,Indian,2018,D,chahar,DL Chahar,50.0,30.0,10.0,248.0,278.0,6.725806451612903,DL,0.5791825463003741,-0.06158949366362876,0.6407720399640029,0.5309560560399338
Rahul Chahar,Bowler,52500000,Punjab Kings,2022.0,Indian,2022,R,chahar,RD Chahar,77.0,70.0,14.0,290.0,360.0,7.448275862068965,RD,1.1882297657456515,0.5666316936776639,0.6215980720679877,0.5150681368771743
Deepak Hooda,All-Rounder,42000000,Sunrisers Hyderabad,2016.0,Indian,2016,D,hooda,DJ Hooda,144.0,125.0,3.0,80.0,97.0,7.2749999999999995,DJ,-0.13908476080332594,0.49212036126785375,-0.6312051220711796,-0.5230287235784282
Deepak Hooda,All-Rounder,36000000,Sunrisers Hyderabad,2018.0,Indian,2018,D,hooda,DJ Hooda,87.0,86.0,0.0,19.0,24.0,7.578947368421053,DJ,-0.01573861636046852,0.4406468928294407,-0.4563855091899092,-0.3781698246491276
Deepak Hooda,All-Rounder,5000000,Kings XI Punjab,2020.0,Indian,2020,D,hooda,DJ Hooda,102.0,74.0,0.0,6.0,9.0,9.0,DJ,0.09711345160588238,-0.21853150003706734,0.3156449516429497,0.26154948746307866
Deepak Hooda,All-Rounder,57500000,Lucknow Super Giants,2022.0,Indian,2022,D,hooda,DJ Hooda,451.0,340.0,1.0,24.0,43.0,10.75,DJ,1.6928996041769384,0.5970086791019646,1.0958909250749738,0.9080763315772182
Devdutt Padikkal,Batsman,77500000,Rajasthan Royals,2022.0,Indian,2022,D,padikkal,D Padikkal,376.0,317.0,0.0,0.0,0.0,,D,2.158544559791225,0.6966804382063803,1.4618641215848447,1.2113287722519468
Devon Conway,Batsman,10000000,Chennai Super Kings,2022.0,Overseas,2022,D,conway,DP Conway,252.0,176.0,0.0,0.0,0.0,,DP,1.2256341312693912,0.012921838746182246,1.212712292523209,1.0048767670721743
Dewald Brevis,Batsman,30000000,Mumbai Indians,2022.0,Overseas,2022,D,brevis,D Brevis,161.0,116.0,1.0,3.0,8.0,16.0,D,-0.5351083287364433,0.3797667013843409,-0.9148750301207842,-0.7580830739581511
Dhawal Kulkarni,Bowler,11000000,Rajasthan Royals,2014.0,Indian,2014,D,kulkarni,DS Kulkarni,35.0,27.0,6.0,173.0,221.0,7.664739884393064,DS,-0.5216516647974154,0.04474748841256648,-0.5663991532099819,-0.46932924936865883
Dhawal Kulkarni,Bowler,20000000,Gujarat Lions,2016.0,Indian,2016,D,kulkarni,DS Kulkarni,27.0,16.0,18.0,297.0,364.0,7.353535353535354,DS,1.548032546678109,0.24437517752943094,1.3036573691486781,1.0802356095148336
Dhawal Kulkarni,Bowler,7500000,Rajasthan Royals,2018.0,Indian,2018,D,kulkarni,DS Kulkarni,6.0,7.0,4.0,126.0,188.0,8.952380952380953,DS,-1.2506738270795386,-0.0831399761821574,-1.1675338508973812,-0.9674410400310444
Dirk Nannes,Bowler,45000000,Chennai Super Kings,2013.0,Overseas,2013,D,nannes,DP Nannes,0.0,0.0,4.0,126.0,158.0,7.523809523809524,DP,-1.0846087774023925,0.5151582252392526,-1.599767002641645,-1.325597756033723
Dwaine Pretorius,All-Rounder,5000000,Chennai Super Kings,2022.0,Overseas,2022,D,pretorius,D Pretorius,44.0,28.0,6.0,138.0,210.0,9.130434782608695,D,-0.7789819690194821,-0.21853150003706734,-0.5604504689824148,-0.4644000550232354
Dwayne Bravo,All-Rounder,64000000,Chennai Super Kings,2018.0,Overseas,2018,D,bravo,DJ Bravo,141.0,93.0,14.0,338.0,533.0,9.461538461538462,DJ,0.6279603353414247,0.6327705226861191,-0.0048101873446944055,-0.003985813896460564
Dwayne Bravo,All-Rounder,44000000,Chennai Super Kings,2022.0,Overseas,2022,D,bravo,DJ Bravo,23.0,26.0,16.0,229.0,299.0,7.834061135371179,DJ,0.8902908043935598,0.5076541659790648,0.382636638414495,0.3170600896386675
Dwayne Smith,Batsman,45000000,Chennai Super Kings,2014.0,Overseas,2014,D,smith,DR Smith,566.0,425.0,4.0,62.0,95.0,9.193548387096774,DR,2.926814858000143,0.5151582252392526,2.4116566327608906,1.9983451436570225
Steven Smith,All-Rounder,40000000,Rajasthan Royals,2014.0,Overseas,2014,S,smith,SPD Smith,152.0,115.0,0.0,0.0,0.0,,SPD,0.47328701149371866,0.4758285163126805,-0.0025415048189618705,-0.002105939852116602
Dwayne Smith,All-Rounder,23000000,Gujarat Lions,2016.0,Overseas,2016,D,smith,DR Smith,324.0,226.0,8.0,113.0,153.0,8.123893805309734,DR,1.8373364472307563,0.29104400790890494,1.5462924393218513,1.2812877027418692
Eoin Morgan,Batsman,15000000,Sunrisers Hyderabad,2015.0,Overseas,2015,E,morgan,EJG Morgan,187.0,154.0,0.0,0.0,0.0,,EJG,0.7366085034152041,0.14831336260109218,0.5882951408141119,0.48747268649809683
Eoin Morgan,Batsman,20000000,Kings XI Punjab,2017.0,Overseas,2017,E,morgan,EJG Morgan,65.0,62.0,0.0,0.0,0.0,,EJG,-0.18125498271111648,0.24437517752943094,-0.42563016024054745,-0.35268535004377116
Eoin Morgan,Batsman,52500000,Kolkata Knight Riders,2020.0,Overseas,2020,E,morgan,EJG Morgan,419.0,314.0,0.0,0.0,0.0,,EJG,2.4820538212947643,0.5666316936776639,1.9154221276171004,1.5871556733160936
Evin Lewis,Batsman,38000000,Mumbai Indians,2018.0,Overseas,2018,E,lewis,E Lewis,382.0,290.0,0.0,0.0,0.0,,E,2.2036853869777655,0.45870083466561606,1.7449845523121494,1.4459278151373727
Evin Lewis,Batsman,20000000,Lucknow Super Giants,2022.0,Overseas,2022,E,lewis,E Lewis,73.0,60.0,0.0,0.0,0.0,,E,-0.12106721312906268,0.24437517752943094,-0.3654423906584936,-0.3028126047209215
Fabian Allen,All-Rounder,7500000,Punjab Kings,2021.0,Overseas,2021,F,allen,FA Allen,6.0,12.0,1.0,67.0,90.0,8.059701492537314,FA,-1.555608879148403,-0.0831399761821574,-1.4724689029662457,-1.2201160983933157
Fazalhaq Farooqi,Bowler,5000000,Sunrisers Hyderabad,2022.0,Overseas,2022,F,farooqi,Fazalhaq Farooqi,2.0,8.0,2.0,76.0,110.0,8.68421052631579,Fazalhaq,-1.4862302710300637,-0.21853150003706734,-1.2676987709929963,-1.0504396223825943
Gautam Gambhir,Batsman,28000000,Delhi Daredevils,2018.0,Indian,2018,G,gambhir,G Gambhir,85.0,91.0,0.0,0.0,0.0,,G,-0.03078555875598197,0.3567288374129438,-0.3875143961689258,-0.32110189367830033
George Bailey,Batsman,32500000,Kings XI Punjab,2014.0,Overseas,2014,G,bailey,GJ Bailey,257.0,190.0,0.0,0.0,0.0,,GJ,1.2632514872581748,0.4064942889095846,0.8567571983485902,0.709925518979489
Glenn Maxwell,All-Rounder,60000000,Kings XI Punjab,2014.0,Overseas,2014,G,maxwell,GJ Maxwell,552.0,312.0,1.0,70.0,132.0,11.314285714285715,GJ,2.4319136148100786,0.6112200401675913,1.8206935746424873,1.5086617694862758
Glenn Maxwell,All-Rounder,90000000,Delhi Daredevils,2018.0,Overseas,2018,G,maxwell,GJ Maxwell,169.0,122.0,5.0,98.0,132.0,8.081632653061225,GJ,0.24921387580682025,0.7466115640225013,-0.49739768821568103,-0.4121533062416621
Glenn Maxwell,All-Rounder,107500000,Kings XI Punjab,2020.0,Overseas,2020,G,maxwell,GJ Maxwell,108.0,112.0,3.0,126.0,169.0,8.047619047619047,GJ,-0.49560010772540086,0.805942255777353,-1.3015423635027539,-1.0784830750935037
Glenn Maxwell,All-Rounder,142500000,Royal Challengers Bangalore,2021.0,Overseas,2021,G,maxwell,GJ Maxwell,513.0,373.0,3.0,99.0,135.0,8.181818181818182,GJ,2.5365253133143133,0.9000570297135866,1.6364682836007267,1.356009144443777
Gurinder Sandhu,Bowler,17000000,Delhi Daredevils,2015.0,Indian,2015,G,sandhu,GS Sandhu,0.0,0.0,1.0,48.0,82.0,10.25,GS,-1.6817053917857723,0.19010741174647983,-1.871812803532252,-1.551020147296638
Hardik Pandya,All-Rounder,1000000,Mumbai Indians,2015.0,Indian,2015,H,pandya,HH Pandya,112.0,68.0,1.0,107.0,176.0,9.869158878504674,HH,-0.8250003381100643,-0.7559495100133775,-0.06905082809668683,-0.05721684634455596
Harpreet Brar,All-Rounder,2000000,Kings XI Punjab,2019.0,Indian,2019,H,brar,Harpreet Brar,20.0,14.0,0.0,30.0,48.0,9.6,Harpreet,-0.5198111866101691,-0.5244961712301279,0.00468498461995881,0.003882068506860963
Harpreet Brar,All-Rounder,38000000,Punjab Kings,2022.0,Indian,2022,H,brar,Harpreet Brar,22.0,25.0,4.0,100.0,146.0,8.76,Harpreet,-1.1018558964977878,0.45870083466561606,-1.5605567311634039,-1.293107369746719
Harry Gurney,Bowler,7500000,Kolkata Knight Riders,2019.0,Overseas,2019,H,gurney,HF Gurney,1.0,5.0,7.0,169.0,238.0,8.449704142011834,HF,-0.8203056168579372,-0.0831399761821574,-0.7371656406757798,-0.6108296504999666
Harshal Patel,All-Rounder,2000000,Delhi Daredevils,2018.0,Indian,2018,H,patel,HV Patel,60.0,33.0,7.0,109.0,167.0,9.192660550458715,HV,-0.5686438468442505,-0.5244961712301279,-0.04414767561412258,-0.03658161446732518
Parthiv Patel,Wicket Keeper,17000000,Royal Challengers Bangalore,2018.0,Indian,2018,P,patel,PA Patel,153.0,109.0,0.0,0.0,0.0,,PA,0.4808104826914754,0.19010741174647983,0.2907030709449956,0.24088216464052192
Hrithik Shokeen,All-Rounder,2000000,Mumbai Indians,2022.0,Indian,2022,H,shokeen,HR Shokeen,43.0,48.0,2.0,94.0,127.0,8.106382978723405,HR,-1.135053751069203,-0.5244961712301279,-0.610557579839075,-0.5059197723340947
Imran Tahir,Bowler,10000000,Chennai Super Kings,2018.0,Overseas,2018,I,tahir,Imran Tahir,2.0,2.0,6.0,126.0,188.0,8.952380952380953,Imran,-1.0554814432159667,0.012921838746182246,-1.068403281962149,-0.8852995409765562
Irfan Pathan,All-Rounder,24000000,Sunrisers Hyderabad,2014.0,Indian,2014,I,pathan,IK Pathan,55.0,58.0,4.0,144.0,205.0,8.541666666666666,IK,-0.8213020487911491,0.30525536897453076,-1.1265574177656799,-0.9334871781749396
Yusuf Pathan,All-Rounder,32500000,Kolkata Knight Riders,2014.0,Indian,2014,Y,pathan,YK Pathan,268.0,168.0,0.0,6.0,10.0,10.0,YK,1.346009670433499,0.4064942889095846,0.9395153815239143,0.7785005437984074
Irfan Pathan,All-Rounder,10000000,Rising Pune Supergiant,2016.0,Indian,2016,I,pathan,IK Pathan,11.0,14.0,0.0,48.0,61.0,7.625,IK,-0.5875224273899797,0.012921838746182246,-0.600444266136162,-0.4975396857786717
Ishan Kishan,Wicket Keeper,3500000,Gujarat Lions,2016.0,Indian,2016,I,kishan,Ishan Kishan,42.0,41.0,0.0,0.0,0.0,,Ishan,-0.3542948202595212,-0.33763117893680583,-0.01666364132271536,-0.01380781420561018
Ishan Kishan,Wicket Keeper,62000000,Mumbai Indians,2018.0,Indian,2018,I,kishan,Ishan Kishan,275.0,187.0,0.0,0.0,0.0,,Ishan,1.398673968817796,0.6221691057965701,0.7765048630212259,0.6434268879596253
Ishan Kishan,Wicket Keeper,152500000,Mumbai Indians,2022.0,Indian,2022,I,kishan,Ishan Kishan,418.0,355.0,0.0,0.0,0.0,,Ishan,2.4745303500970075,0.9227041194050916,1.551826230691916,1.2858731088731392
Ishank Jaggi,Batsman,1000000,Kolkata Knight Riders,2017.0,Indian,2017,I,jaggi,IR Jaggi,33.0,40.0,0.0,0.0,0.0,,IR,-0.42200606103933175,-0.7559495100133775,0.33394344897404576,0.27671197485082705
Ishant Sharma,Bowler,11000000,Delhi Capitals,2019.0,Indian,2019,I,sharma,I Sharma,10.0,3.0,13.0,285.0,349.0,7.347368421052631,I,0.5644061465104989,0.04474748841256648,0.5196586580979324,0.4305991747177092
Ishwar Chandra Pandey,Bowler,15000000,Chennai Super Kings,2014.0,Indian,2014,I,pandey,IC Pandey,0.0,0.0,6.0,255.0,318.0,7.482352941176471,IC,-0.7445259027348256,0.14831336260109218,-0.8928392653359177,-0.7398238147641114
Manish Pandey,Batsman,17000000,Kolkata Knight Riders,2014.0,Indian,2014,M,pandey,MK Pandey,409.0,359.0,0.0,0.0,0.0,,MK,2.406819109317197,0.19010741174647983,2.2167116975707173,1.8368100149717108
Isuru Udana,All-Rounder,5000000,Royal Challengers Bangalore,2020.0,Overseas,2020,I,udana,I Udana,15.0,11.0,8.0,182.0,282.0,9.296703296703297,I,-0.834202112709436,-0.21853150003706734,-0.6156706126723687,-0.5101565298363739
J Suchith,Bowler,3000000,Sunrisers Hyderabad,2021.0,Indian,2021,J,suchith,J Suchith,14.0,6.0,0.0,42.0,66.0,9.428571428571429,J,-0.5649520137967096,-0.3891046473752171,-0.17584736642149246,-0.1457105153112011
J Suchith,All-Rounder,1000000,Mumbai Indians,2015.0,Indian,2015,J,suchith,J Suchith,48.0,33.0,10.0,239.0,337.0,8.460251046025103,J,-0.07693295610518083,-0.7559495100133775,0.6790165539081967,0.5626461970300339
Jacques Kallis,All-Rounder,55000000,Kolkata Knight Riders,2014.0,Overseas,2014,J,kallis,JH Kallis,151.0,131.0,4.0,134.0,186.0,8.328358208955224,JH,-0.06751241390913348,0.5821654983888758,-0.6496779122980092,-0.5383356334171306
Jagadeesha Suchith,Bowler,2000000,Sunrisers Hyderabad,2022.0,Indian,2022,J,suchith,J Suchith,2.0,8.0,7.0,115.0,140.0,7.304347826086956,J,-0.5164473140029935,-0.5244961712301279,0.008048857227134443,0.006669438150247836
James Faulkner,All-Rounder,30000000,Rajasthan Royals,2013.0,Overseas,2013,J,faulkner,JP Faulkner,57.0,57.0,28.0,395.0,427.0,6.486075949367089,JP,4.388859170657953,0.3797667013843409,4.009092469273612,3.3220112505291235
James Neesham,All-Rounder,10000000,Delhi Daredevils,2014.0,Overseas,2014,J,neesham,JDS Neesham,42.0,46.0,1.0,57.0,91.0,9.578947368421053,JDS,-1.3409168060719847,0.012921838746182246,-1.353838644818167,-1.1218167812183004
James Neesham,All-Rounder,5000000,Kings XI Punjab,2020.0,Overseas,2020,J,neesham,JDS Neesham,19.0,18.0,2.0,93.0,148.0,9.548387096774194,JDS,-1.4222129702832516,-0.21853150003706734,-1.2036814702461842,-0.9973936537651759
James Neesham,All-Rounder,5000000,Mumbai Indians,2021.0,Overseas,2021,J,neesham,JDS Neesham,0.0,2.0,5.0,54.0,66.0,7.333333333333333,JDS,-0.8839631943818905,-0.21853150003706734,-0.6654316943448232,-0.5513895206993519
Rudra Pratap Singh,Bowler,3000000,Rising Pune Supergiant,2016.0,Indian,2016,R,singh,RP Singh,0.0,0.0,3.0,76.0,111.0,8.763157894736842,RP,-1.3874761521417884,-0.3891046473752171,-0.9983715047665713,-0.827269861311819
Yuvraj Singh,All-Rounder,70000000,Sunrisers Hyderabad,2016.0,Indian,2016,Y,singh,Yuvraj Singh,236.0,183.0,0.0,38.0,52.0,8.210526315789474,Yuvraj,1.1052585921052838,0.6626935086060026,0.44256508349928114,0.36671795368749727
Jason Holder,Bowler,1500000,Chennai Super Kings,2013.0,Overseas,2013,J,holder,JO Holder,0.0,0.0,2.0,125.0,168.0,8.064,JO,-1.4554299756078621,-0.6205579861584667,-0.8348719894493954,-0.6917910132925995
Jason Holder,All-Rounder,7000000,Kolkata Knight Riders,2016.0,Overseas,2016,J,holder,JO Holder,22.0,20.0,2.0,83.0,103.0,7.44578313253012,JO,-1.2442137468021501,-0.10617784015355625,-1.1380359066485939,-0.9429984751830186
Jason Holder,All-Rounder,87500000,Lucknow Super Giants,2022.0,Overseas,2022,J,holder,JO Holder,58.0,46.0,14.0,266.0,391.0,8.81954887218045,JO,0.3357125626140225,0.7372048410158145,-0.401492278401792,-0.3326842361640465
Jason Roy,Batsman,10000000,Gujarat Lions,2017.0,Overseas,2017,J,roy,JJ Roy,59.0,41.0,0.0,0.0,0.0,,JJ,-0.22639580989765684,0.012921838746182246,-0.2393176486438391,-0.1983032138415737
Jasprit Bumrah,Bowler,12000000,Mumbai Indians,2014.0,Indian,2014,J,bumrah,JJ Bumrah,1.0,4.0,5.0,246.0,301.0,7.341463414634147,JJ,-0.8779422040154814,0.07380203019128206,-0.9517442342067635,-0.7886336067059949
Suryakumar Yadav,Batsman,7000000,Kolkata Knight Riders,2014.0,Indian,2014,S,yadav,SA Yadav,164.0,123.0,0.0,6.0,8.0,8.0,SA,0.5635686658667994,-0.10617784015355625,0.6697465060203557,0.5549648567735117
Umesh Yadav,Bowler,26000000,Kolkata Knight Riders,2014.0,Indian,2014,U,yadav,UT Yadav,2.0,4.0,11.0,283.0,367.0,7.780918727915195,UT,-0.015982836892343366,0.3319829564997745,-0.34796579339211786,-0.2883311595597462
Kuldeep Yadav,Bowler,58000000,Kolkata Knight Riders,2018.0,Indian,2018,K,yadav,Kuldeep Yadav,12.0,25.0,17.0,312.0,418.0,8.038461538461538,Kuldeep,0.8330775711806921,0.5998997498377205,0.2331778213429716,0.19321563466346603
Suryakumar Yadav,Batsman,32000000,Mumbai Indians,2018.0,Indian,2018,S,yadav,SA Yadav,512.0,391.0,0.0,0.0,0.0,,SA,3.1817366426861398,0.4013171839028704,2.7804194587832693,2.3039091250847727
Umesh Yadav,Bowler,42000000,Royal Challengers Bangalore,2018.0,Indian,2018,U,yadav,UT Yadav,3.0,12.0,20.0,331.0,418.0,7.577039274924472,UT,1.545726765974273,0.49212036126785375,1.0536064047064193,0.8730385634378826
