Player,Team,year,Role,Player Origin,Amount,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,performance,expected_performance,value_residual,z,price_type
Christopher Morris,Rajasthan Royals,2021,All-Rounder,Overseas,162500000.0,67.0,53.0,15.0,262.0,376.0,8.610687022900764,0.6367727793204265,0.9439122988858939,-0.30713951956546737,-0.2545017225964504,Auction
Colin Ingram,Delhi Capitals,2019,Batsman,Overseas,64000000.0,184.0,157.0,0.0,0.0,0.0,,0.714038089821934,0.6327705226861191,0.08126756713581484,0.06733987165360247,Auction
Colin Munro,Kolkata Knight Riders,2016,All-Rounder,Overseas,3000000.0,30.0,31.0,0.0,12.0,15.0,7.5,-0.4445764746326019,-0.3891046473752171,-0.05547182725738481,-0.045965024665501765,Auction
Colin Munro,Delhi Daredevils,2018,All-Rounder,Overseas,19000000.0,63.0,41.0,0.0,0.0,0.0,,-0.19630192510662994,0.22724749588236737,-0.4235494209889973,-0.35096120941692266,Auction
Corey Anderson,Mumbai Indians,2014,All-Rounder,Overseas,45000000.0,265.0,186.0,4.0,114.0,184.0,9.68421052631579,0.5897085183250738,0.5151582252392526,0.07455029308582117,0.0617738089753302,Auction
Corey Anderson,Delhi Daredevils,2017,All-Rounder,Overseas,10000000.0,142.0,130.0,3.0,121.0,186.0,9.223140495867767,-0.37014753208262885,0.012921838746182246,-0.3830693708288111,-0.31741866005325414,Auction
Dale Steyn,Royal Challengers Bangalore,2020,Bowler,Overseas,20000000.0,1.0,2.0,1.0,75.0,133.0,10.64,-1.6885967216839624,0.24437517752943094,-1.9329718992133933,-1.6016977521366556,Auction
Dan Christian,Royal Challengers Bangalore,2021,All-Rounder,Overseas,48000000.0,14.0,24.0,4.0,104.0,155.0,8.942307692307693,-1.1889967852888308,0.5367087077577803,-1.7257054930466111,-1.429952815241363,Auction
Daniel Christian,Royal Challengers Bangalore,2013,All-Rounder,Overseas,7500000.0,6.0,16.0,0.0,38.0,55.0,8.68421052631579,-0.6251397833787633,-0.0831399761821574,-0.5419998071966059,-0.44911148123704125,Auction
Daniel Christian,Rising Pune Supergiant,2017,All-Rounder,Overseas,10000000.0,79.0,52.0,11.0,249.0,298.0,7.180722891566265,0.8073468545539925,0.012921838746182246,0.7944250158078102,0.658275871769425,Auction
Daniel Christian,Delhi Daredevils,2018,All-Rounder,Overseas,15000000.0,26.0,33.0,4.0,71.0,101.0,8.535211267605634,-1.0385283207726608,0.14831336260109218,-1.186841683373753,-0.9834398819638323,Auction
Daniel Sams,Mumbai Indians,2022,All-Rounder,Overseas,26000000.0,38.0,40.0,13.0,274.0,370.0,8.102189781021899,0.41237668115005754,0.3319829564997745,0.08039372465028305,0.06661578893653486,Auction
Darcy Short,Rajasthan Royals,2018,All-Rounder,Overseas,40000000.0,115.0,102.0,1.0,18.0,19.0,6.333333333333333,-0.6717421759434306,0.4758285163126805,-1.147570692256111,-0.9508991822139278,Auction
Darren Sammy,Sunrisers Hyderabad,2013,All-Rounder,Overseas,31875000.0,174.0,136.0,8.0,138.0,168.0,7.304347826086956,0.9511458656078449,0.40001026801120254,0.5511355975966423,0.4566815731528555,Auction
Darren Sammy,Sunrisers Hyderabad,2014,All-Rounder,Overseas,35000000.0,108.0,97.0,3.0,88.0,157.0,10.704545454545455,-0.7902083052824178,0.4312401698227539,-1.2214484751051717,-1.0121157362519528,Auction
Darshan Nalkande,Gujarat Titans,2022,All-Rounder,Indian,2000000.0,0.0,0.0,2.0,33.0,59.0,10.727272727272727,-1.652304573699634,-0.5244961712301279,-1.127808402469506,-0.9345237681992908,Auction
Daryl Mitchell,Rajasthan Royals,2022,All-Rounder,Overseas,7500000.0,33.0,46.0,0.0,13.0,27.0,12.461538461538462,-0.42200606103933175,-0.0831399761821574,-0.33886608485717434,-0.2807909657724237,Auction
David Miller,Kings XI Punjab,2018,Batsman,Overseas,30000000.0,74.0,66.0,0.0,0.0,0.0,,-0.11354374193130595,0.3797667013843409,-0.49331044331564683,-0.4087665363814893,Auction
David Miller,Gujarat Titans,2022,Batsman,Overseas,30000000.0,481.0,348.0,0.0,0.0,0.0,,2.9485090355556816,0.3797667013843409,2.5687423341713407,2.128509381918487,Auction
David Warner,Sunrisers Hyderabad,2014,Batsman,Overseas,55000000.0,528.0,386.0,0.0,0.0,0.0,,3.3021121818502475,0.5821654983888758,2.7199466834613717,2.2538002185155857,Auction
David Warner,Delhi Capitals,2022,Batsman,Overseas,62500000.0,432.0,301.0,0.0,0.0,0.0,,2.5798589468656017,0.6248511811323016,1.9550077657333,1.6199570956303102,Auction
David Wiese,Royal Challengers Bangalore,2015,All-Rounder,Overseas,28000000.0,122.0,90.0,16.0,262.0,353.0,8.083969465648856,1.4873245504823338,0.3567288374129438,1.13059571306939,0.9368333874566421,Auction
David Willey,Royal Challengers Bangalore,2022,All-Rounder,Overseas,20000000.0,18.0,32.0,1.0,66.0,72.0,6.545454545454546,-1.4093591002821366,0.24437517752943094,-1.6537342778115676,-1.3703160798561134,Auction
Deepak Chahar,Rising Pune Supergiant,2016,All-Rounder,Indian,1000000.0,0.0,0.0,0.0,33.0,41.0,7.454545454545454,-0.6702806105653036,-0.7559495100133775,0.08566889944807388,0.07098690039407227,Auction
Deepak Chahar,Chennai Super Kings,2018,All-Rounder,Indian,8000000.0,50.0,30.0,10.0,248.0,278.0,6.725806451612903,0.5791825463003741,-0.06158949366362876,0.6407720399640029,0.5309560560399338,Auction
Rahul Chahar,Punjab Kings,2022,Bowler,Indian,52500000.0,77.0,70.0,14.0,290.0,360.0,7.448275862068965,1.1882297657456515,0.5666316936776639,0.6215980720679877,0.5150681368771743,Auction
Deepak Hooda,Sunrisers Hyderabad,2016,All-Rounder,Indian,42000000.0,144.0,125.0,3.0,80.0,97.0,7.2749999999999995,-0.13908476080332594,0.49212036126785375,-0.6312051220711796,-0.5230287235784282,Auction
Deepak Hooda,Sunrisers Hyderabad,2018,All-Rounder,Indian,36000000.0,87.0,86.0,0.0,19.0,24.0,7.578947368421053,-0.01573861636046852,0.4406468928294407,-0.4563855091899092,-0.3781698246491276,Auction
Deepak Hooda,Kings XI Punjab,2020,All-Rounder,Indian,5000000.0,102.0,74.0,0.0,6.0,9.0,9.0,0.09711345160588238,-0.21853150003706734,0.3156449516429497,0.26154948746307866,Auction
Deepak Hooda,Lucknow Super Giants,2022,All-Rounder,Indian,57500000.0,451.0,340.0,1.0,24.0,43.0,10.75,1.6928996041769384,0.5970086791019646,1.0958909250749738,0.9080763315772182,Auction
Devdutt Padikkal,Rajasthan Royals,2022,Batsman,Indian,77500000.0,376.0,317.0,0.0,0.0,0.0,,2.158544559791225,0.6966804382063803,1.4618641215848447,1.2113287722519468,Auction
Devon Conway,Chennai Super Kings,2022,Batsman,Overseas,10000000.0,252.0,176.0,0.0,0.0,0.0,,1.2256341312693912,0.012921838746182246,1.212712292523209,1.0048767670721743,Auction
Dewald Brevis,Mumbai Indians,2022,Batsman,Overseas,30000000.0,161.0,116.0,1.0,3.0,8.0,16.0,-0.5351083287364433,0.3797667013843409,-0.9148750301207842,-0.7580830739581511,Auction
Dhawal Kulkarni,Rajasthan Royals,2014,Bowler,Indian,11000000.0,35.0,27.0,6.0,173.0,221.0,7.664739884393064,-0.5216516647974154,0.04474748841256648,-0.5663991532099819,-0.46932924936865883,Auction
Dhawal Kulkarni,Gujarat Lions,2016,Bowler,Indian,20000000.0,27.0,16.0,18.0,297.0,364.0,7.353535353535354,1.548032546678109,0.24437517752943094,1.3036573691486781,1.0802356095148336,Auction
Dhawal Kulkarni,Rajasthan Royals,2018,Bowler,Indian,7500000.0,6.0,7.0,4.0,126.0,188.0,8.952380952380953,-1.2506738270795386,-0.0831399761821574,-1.1675338508973812,-0.9674410400310444,Auction
Dirk Nannes,Chennai Super Kings,2013,Bowler,Overseas,45000000.0,0.0,0.0,4.0,126.0,158.0,7.523809523809524,-1.0846087774023925,0.5151582252392526,-1.599767002641645,-1.325597756033723,Auction
Dwaine Pretorius,Chennai Super Kings,2022,All-Rounder,Overseas,5000000.0,44.0,28.0,6.0,138.0,210.0,9.130434782608695,-0.7789819690194821,-0.21853150003706734,-0.5604504689824148,-0.4644000550232354,Auction
Dwayne Bravo,Chennai Super Kings,2018,All-Rounder,Overseas,64000000.0,141.0,93.0,14.0,338.0,533.0,9.461538461538462,0.6279603353414247,0.6327705226861191,-0.0048101873446944055,-0.003985813896460564,Auction
Dwayne Bravo,Chennai Super Kings,2022,All-Rounder,Overseas,44000000.0,23.0,26.0,16.0,229.0,299.0,7.834061135371179,0.8902908043935598,0.5076541659790648,0.382636638414495,0.3170600896386675,Auction
Dwayne Smith,Chennai Super Kings,2014,Batsman,Overseas,45000000.0,566.0,425.0,4.0,62.0,95.0,9.193548387096774,2.926814858000143,0.5151582252392526,2.4116566327608906,1.9983451436570225,Auction
Steven Smith,Rajasthan Royals,2014,All-Rounder,Overseas,40000000.0,152.0,115.0,0.0,0.0,0.0,,0.47328701149371866,0.4758285163126805,-0.0025415048189618705,-0.002105939852116602,Auction
Dwayne Smith,Gujarat Lions,2016,All-Rounder,Overseas,23000000.0,324.0,226.0,8.0,113.0,153.0,8.123893805309734,1.8373364472307563,0.29104400790890494,1.5462924393218513,1.2812877027418692,Auction
Eoin Morgan,Sunrisers Hyderabad,2015,Batsman,Overseas,15000000.0,187.0,154.0,0.0,0.0,0.0,,0.7366085034152041,0.14831336260109218,0.5882951408141119,0.48747268649809683,Auction
Eoin Morgan,Kings XI Punjab,2017,Batsman,Overseas,20000000.0,65.0,62.0,0.0,0.0,0.0,,-0.18125498271111648,0.24437517752943094,-0.42563016024054745,-0.35268535004377116,Auction
Eoin Morgan,Kolkata Knight Riders,2020,Batsman,Overseas,52500000.0,419.0,314.0,0.0,0.0,0.0,,2.4820538212947643,0.5666316936776639,1.9154221276171004,1.5871556733160936,Auction
Evin Lewis,Mumbai Indians,2018,Batsman,Overseas,38000000.0,382.0,290.0,0.0,0.0,0.0,,2.2036853869777655,0.45870083466561606,1.7449845523121494,1.4459278151373727,Auction
Evin Lewis,Lucknow Super Giants,2022,Batsman,Overseas,20000000.0,73.0,60.0,0.0,0.0,0.0,,-0.12106721312906268,0.24437517752943094,-0.3654423906584936,-0.3028126047209215,Auction
Fabian Allen,Punjab Kings,2021,All-Rounder,Overseas,7500000.0,6.0,12.0,1.0,67.0,90.0,8.059701492537314,-1.555608879148403,-0.0831399761821574,-1.4724689029662457,-1.2201160983933157,Auction
Fazalhaq Farooqi,Sunrisers Hyderabad,2022,Bowler,Overseas,5000000.0,2.0,8.0,2.0,76.0,110.0,8.68421052631579,-1.4862302710300637,-0.21853150003706734,-1.2676987709929963,-1.0504396223825943,Auction
Gautam Gambhir,Delhi Daredevils,2018,Batsman,Indian,28000000.0,85.0,91.0,0.0,0.0,0.0,,-0.03078555875598197,0.3567288374129438,-0.3875143961689258,-0.32110189367830033,Auction
George Bailey,Kings XI Punjab,2014,Batsman,Overseas,32500000.0,257.0,190.0,0.0,0.0,0.0,,1.2632514872581748,0.4064942889095846,0.8567571983485902,0.709925518979489,Auction
Glenn Maxwell,Kings XI Punjab,2014,All-Rounder,Overseas,60000000.0,552.0,312.0,1.0,70.0,132.0,11.314285714285715,2.4319136148100786,0.6112200401675913,1.8206935746424873,1.5086617694862758,Auction
Glenn Maxwell,Delhi Daredevils,2018,All-Rounder,Overseas,90000000.0,169.0,122.0,5.0,98.0,132.0,8.081632653061225,0.24921387580682025,0.7466115640225013,-0.49739768821568103,-0.4121533062416621,Auction
Glenn Maxwell,Kings XI Punjab,2020,All-Rounder,Overseas,107500000.0,108.0,112.0,3.0,126.0,169.0,8.047619047619047,-0.49560010772540086,0.805942255777353,-1.3015423635027539,-1.0784830750935037,Auction
Glenn Maxwell,Royal Challengers Bangalore,2021,All-Rounder,Overseas,142500000.0,513.0,373.0,3.0,99.0,135.0,8.181818181818182,2.5365253133143133,0.9000570297135866,1.6364682836007267,1.356009144443777,Auction
Gurinder Sandhu,Delhi Daredevils,2015,Bowler,Indian,17000000.0,0.0,0.0,1.0,48.0,82.0,10.25,-1.6817053917857723,0.19010741174647983,-1.871812803532252,-1.551020147296638,Auction
Hardik Pandya,Mumbai Indians,2015,All-Rounder,Indian,1000000.0,112.0,68.0,1.0,107.0,176.0,9.869158878504674,-0.8250003381100643,-0.7559495100133775,-0.06905082809668683,-0.05721684634455596,Auction
Harpreet Brar,Kings XI Punjab,2019,All-Rounder,Indian,2000000.0,20.0,14.0,0.0,30.0,48.0,9.6,-0.5198111866101691,-0.5244961712301279,0.00468498461995881,0.003882068506860963,Auction
Harpreet Brar,Punjab Kings,2022,All-Rounder,Indian,38000000.0,22.0,25.0,4.0,100.0,146.0,8.76,-1.1018558964977878,0.45870083466561606,-1.5605567311634039,-1.293107369746719,Auction
Harry Gurney,Kolkata Knight Riders,2019,Bowler,Overseas,7500000.0,1.0,5.0,7.0,169.0,238.0,8.449704142011834,-0.8203056168579372,-0.0831399761821574,-0.7371656406757798,-0.6108296504999666,Auction
Harshal Patel,Delhi Daredevils,2018,All-Rounder,Indian,2000000.0,60.0,33.0,7.0,109.0,167.0,9.192660550458715,-0.5686438468442505,-0.5244961712301279,-0.04414767561412258,-0.03658161446732518,Auction
Parthiv Patel,Royal Challengers Bangalore,2018,Wicket Keeper,Indian,17000000.0,153.0,109.0,0.0,0.0,0.0,,0.4808104826914754,0.19010741174647983,0.2907030709449956,0.24088216464052192,Auction
Hrithik Shokeen,Mumbai Indians,2022,All-Rounder,Indian,2000000.0,43.0,48.0,2.0,94.0,127.0,8.106382978723405,-1.135053751069203,-0.5244961712301279,-0.610557579839075,-0.5059197723340947,Auction
Imran Tahir,Chennai Super Kings,2018,Bowler,Overseas,10000000.0,2.0,2.0,6.0,126.0,188.0,8.952380952380953,-1.0554814432159667,0.012921838746182246,-1.068403281962149,-0.8852995409765562,Auction
Irfan Pathan,Sunrisers Hyderabad,2014,All-Rounder,Indian,24000000.0,55.0,58.0,4.0,144.0,205.0,8.541666666666666,-0.8213020487911491,0.30525536897453076,-1.1265574177656799,-0.9334871781749396,Auction
Yusuf Pathan,Kolkata Knight Riders,2014,All-Rounder,Indian,32500000.0,268.0,168.0,0.0,6.0,10.0,10.0,1.346009670433499,0.4064942889095846,0.9395153815239143,0.7785005437984074,Auction
Irfan Pathan,Rising Pune Supergiant,2016,All-Rounder,Indian,10000000.0,11.0,14.0,0.0,48.0,61.0,7.625,-0.5875224273899797,0.012921838746182246,-0.600444266136162,-0.4975396857786717,Auction
Ishan Kishan,Gujarat Lions,2016,Wicket Keeper,Indian,3500000.0,42.0,41.0,0.0,0.0,0.0,,-0.3542948202595212,-0.33763117893680583,-0.01666364132271536,-0.01380781420561018,Auction
Ishan Kishan,Mumbai Indians,2018,Wicket Keeper,Indian,62000000.0,275.0,187.0,0.0,0.0,0.0,,1.398673968817796,0.6221691057965701,0.7765048630212259,0.6434268879596253,Auction
Ishan Kishan,Mumbai Indians,2022,Wicket Keeper,Indian,152500000.0,418.0,355.0,0.0,0.0,0.0,,2.4745303500970075,0.9227041194050916,1.551826230691916,1.2858731088731392,Auction
Ishank Jaggi,Kolkata Knight Riders,2017,Batsman,Indian,1000000.0,33.0,40.0,0.0,0.0,0.0,,-0.42200606103933175,-0.7559495100133775,0.33394344897404576,0.27671197485082705,Auction
Ishant Sharma,Delhi Capitals,2019,Bowler,Indian,11000000.0,10.0,3.0,13.0,285.0,349.0,7.347368421052631,0.5644061465104989,0.04474748841256648,0.5196586580979324,0.4305991747177092,Auction
Ishwar Chandra Pandey,Chennai Super Kings,2014,Bowler,Indian,15000000.0,0.0,0.0,6.0,255.0,318.0,7.482352941176471,-0.7445259027348256,0.14831336260109218,-0.8928392653359177,-0.7398238147641114,Auction
Manish Pandey,Kolkata Knight Riders,2014,Batsman,Indian,17000000.0,409.0,359.0,0.0,0.0,0.0,,2.406819109317197,0.19010741174647983,2.2167116975707173,1.8368100149717108,Auction
Isuru Udana,Royal Challengers Bangalore,2020,All-Rounder,Overseas,5000000.0,15.0,11.0,8.0,182.0,282.0,9.296703296703297,-0.834202112709436,-0.21853150003706734,-0.6156706126723687,-0.5101565298363739,Auction
J Suchith,Sunrisers Hyderabad,2021,Bowler,Indian,3000000.0,14.0,6.0,0.0,42.0,66.0,9.428571428571429,-0.5649520137967096,-0.3891046473752171,-0.17584736642149246,-0.1457105153112011,Auction
J Suchith,Mumbai Indians,2015,All-Rounder,Indian,1000000.0,48.0,33.0,10.0,239.0,337.0,8.460251046025103,-0.07693295610518083,-0.7559495100133775,0.6790165539081967,0.5626461970300339,Auction
Jacques Kallis,Kolkata Knight Riders,2014,All-Rounder,Overseas,55000000.0,151.0,131.0,4.0,134.0,186.0,8.328358208955224,-0.06751241390913348,0.5821654983888758,-0.6496779122980092,-0.5383356334171306,Auction
Jagadeesha Suchith,Sunrisers Hyderabad,2022,Bowler,Indian,2000000.0,2.0,8.0,7.0,115.0,140.0,7.304347826086956,-0.5164473140029935,-0.5244961712301279,0.008048857227134443,0.006669438150247836,Auction
James Faulkner,Rajasthan Royals,2013,All-Rounder,Overseas,30000000.0,57.0,57.0,28.0,395.0,427.0,6.486075949367089,4.388859170657953,0.3797667013843409,4.009092469273612,3.3220112505291235,Auction
James Neesham,Delhi Daredevils,2014,All-Rounder,Overseas,10000000.0,42.0,46.0,1.0,57.0,91.0,9.578947368421053,-1.3409168060719847,0.012921838746182246,-1.353838644818167,-1.1218167812183004,Auction
James Neesham,Kings XI Punjab,2020,All-Rounder,Overseas,5000000.0,19.0,18.0,2.0,93.0,148.0,9.548387096774194,-1.4222129702832516,-0.21853150003706734,-1.2036814702461842,-0.9973936537651759,Auction
James Neesham,Mumbai Indians,2021,All-Rounder,Overseas,5000000.0,0.0,2.0,5.0,54.0,66.0,7.333333333333333,-0.8839631943818905,-0.21853150003706734,-0.6654316943448232,-0.5513895206993519,Auction
Rudra Pratap Singh,Rising Pune Supergiant,2016,Bowler,Indian,3000000.0,0.0,0.0,3.0,76.0,111.0,8.763157894736842,-1.3874761521417884,-0.3891046473752171,-0.9983715047665713,-0.827269861311819,Auction
Yuvraj Singh,Sunrisers Hyderabad,2016,All-Rounder,Indian,70000000.0,236.0,183.0,0.0,38.0,52.0,8.210526315789474,1.1052585921052838,0.6626935086060026,0.44256508349928114,0.36671795368749727,Auction
Jason Holder,Chennai Super Kings,2013,Bowler,Overseas,1500000.0,0.0,0.0,2.0,125.0,168.0,8.064,-1.4554299756078621,-0.6205579861584667,-0.8348719894493954,-0.6917910132925995,Auction
Jason Holder,Kolkata Knight Riders,2016,All-Rounder,Overseas,7000000.0,22.0,20.0,2.0,83.0,103.0,7.44578313253012,-1.2442137468021501,-0.10617784015355625,-1.1380359066485939,-0.9429984751830186,Auction
Jason Holder,Lucknow Super Giants,2022,All-Rounder,Overseas,87500000.0,58.0,46.0,14.0,266.0,391.0,8.81954887218045,0.3357125626140225,0.7372048410158145,-0.401492278401792,-0.3326842361640465,Auction
Jason Roy,Gujarat Lions,2017,Batsman,Overseas,10000000.0,59.0,41.0,0.0,0.0,0.0,,-0.22639580989765684,0.012921838746182246,-0.2393176486438391,-0.1983032138415737,Auction
Jasprit Bumrah,Mumbai Indians,2014,Bowler,Indian,12000000.0,1.0,4.0,5.0,246.0,301.0,7.341463414634147,-0.8779422040154814,0.07380203019128206,-0.9517442342067635,-0.7886336067059949,Auction
Suryakumar Yadav,Kolkata Knight Riders,2014,Batsman,Indian,7000000.0,164.0,123.0,0.0,6.0,8.0,8.0,0.5635686658667994,-0.10617784015355625,0.6697465060203557,0.5549648567735117,Auction
Umesh Yadav,Kolkata Knight Riders,2014,Bowler,Indian,26000000.0,2.0,4.0,11.0,283.0,367.0,7.780918727915195,-0.015982836892343366,0.3319829564997745,-0.34796579339211786,-0.2883311595597462,Auction
Kuldeep Yadav,Kolkata Knight Riders,2018,Bowler,Indian,58000000.0,12.0,25.0,17.0,312.0,418.0,8.038461538461538,0.8330775711806921,0.5998997498377205,0.2331778213429716,0.19321563466346603,Auction
Suryakumar Yadav,Mumbai Indians,2018,Batsman,Indian,32000000.0,512.0,391.0,0.0,0.0,0.0,,3.1817366426861398,0.4013171839028704,2.7804194587832693,2.3039091250847727,Auction
Umesh Yadav,Royal Challengers Bangalore,2018,Bowler,Indian,42000000.0,3.0,12.0,20.0,331.0,418.0,7.577039274924472,1.545726765974273,0.49212036126785375,1.0536064047064193,0.8730385634378826,Auction
Kuldeep Yadav,Delhi Capitals,2022,Bowler,Indian,20000000.0,48.0,54.0,21.0,306.0,419.0,8.215686274509803,1.55205409871099,0.24437517752943094,1.3076789211815592,1.0835679449997866,Auction
Kuldip Yadav,Rajasthan Royals,2022,Bowler,Indian,2000000.0,48.0,54.0,21.0,306.0,419.0,8.215686274509803,1.55205409871099,-0.5244961712301279,2.076550269941118,1.720669555991448,Auction
Lalit Yadav,Delhi Capitals,2022,All-Rounder,Indian,6500000.0,161.0,152.0,4.0,110.0,150.0,8.181818181818182,0.029387378517409135,-0.13092372106672467,0.1603110995841338,0.13283686532171202,Auction
Sanjay Yadav,Mumbai Indians,2022,All-Rounder,Indian,5000000.0,303.0,210.0,0.0,0.0,0.0,,1.6093311623549844,-0.21853150003706734,1.8278626623920518,1.5146022136996764,Auction
Umesh Yadav,Kolkata Knight Riders,2022,Bowler,Indian,20000000.0,55.0,41.0,16.0,297.0,339.0,6.848484848484849,1.7138884936078491,0.24437517752943094,1.4695133160784182,1.2176670421621294,Auction
Jaydev Unadkat,Royal Challengers Bangalore,2013,Bowler,Indian,39375000.0,2.0,2.0,13.0,299.0,370.0,7.424749163879598,0.4670374430448677,0.470569878749326,-0.00353243570445827,-0.0029270442729663073,Auction
Jaydev Unadkat,Delhi Daredevils,2014,Bowler,Indian,28000000.0,1.0,6.0,9.0,189.0,270.0,8.571428571428571,-0.5983519853136136,0.3567288374129438,-0.9550808227265574,-0.7913983682289812,Auction
Jaydev Unadkat,Rising Pune Supergiant,2017,Bowler,Indian,3000000.0,2.0,5.0,24.0,279.0,322.0,6.924731182795699,2.7707514744177826,-0.3891046473752171,3.1598561217929997,2.6183176534592594,Auction
Jaydev Unadkat,Rajasthan Royals,2018,Bowler,Indian,115000000.0,49.0,38.0,11.0,310.0,486.0,9.406451612903226,-0.32327472991123773,0.8284620178852142,-1.151736747796452,-0.9543512560888537,Auction
Jaydev Unadkat,Rajasthan Royals,2019,Bowler,Indian,84000000.0,1.0,3.0,10.0,236.0,398.0,10.118644067796609,-1.043495219008518,0.7235737000511024,-1.7670689190596205,-1.464227346853886,Auction
Jaydev Unadkat,Rajasthan Royals,2020,Bowler,Indian,30000000.0,9.0,13.0,4.0,144.0,228.0,9.5,-1.3090656662840148,0.3797667013843409,-1.6888323676683556,-1.3993990332352,Auction
Jaydev Unadkat,Mumbai Indians,2022,Bowler,Indian,13000000.0,59.0,37.0,6.0,123.0,190.0,9.268292682926829,-0.696702119708373,0.10052961771652491,-0.797231737424898,-0.6606015753695605,Auction
Jean-Paul Duminy,Delhi Daredevils,2014,Batsman,Overseas,22000000.0,410.0,311.0,3.0,204.0,240.0,7.0588235294117645,1.8861288918396029,0.2762008271958152,1.6099280646437877,1.3340174077497036,Auction
Jean-Paul Duminy,Mumbai Indians,2018,All-Rounder,Overseas,10000000.0,36.0,46.0,0.0,18.0,36.0,12.0,-0.3994356474460615,0.012921838746182246,-0.41235748619224377,-0.34168735664476646,Auction
Jhye Richardson,Punjab Kings,2021,Bowler,Overseas,140000000.0,15.0,25.0,3.0,69.0,117.0,10.173913043478262,-1.4310529677461306,0.8941468473892522,-2.3251998151353828,-1.9267053590828036,Auction
Jofra Archer,Rajasthan Royals,2018,All-Rounder,Overseas,72000000.0,15.0,21.0,15.0,249.0,325.0,7.831325301204819,0.6776424385771357,0.6721002316126912,0.005542206964444518,0.004592379454890166,Auction
Johan Botha,Delhi Daredevils,2013,All-Rounder,Overseas,33750000.0,43.0,52.0,5.0,102.0,109.0,6.411764705882353,-0.39014331158385945,0.41909641031091294,-0.8092397218947724,-0.6705516226211097,Auction
John Hastings,Kolkata Knight Riders,2016,Bowler,Overseas,13000000.0,0.0,0.0,2.0,42.0,37.0,5.285714285714286,-1.2500533809456136,0.10052961771652491,-1.3505829986621385,-1.1191190900971903,Auction
Jonny Bairstow,Sunrisers Hyderabad,2019,Wicket Keeper,Overseas,22000000.0,445.0,292.0,0.0,0.0,0.0,,2.677664072436439,0.2762008271958152,2.401463245240624,1.9898987063940115,Auction
Jonny Bairstow,Punjab Kings,2022,Wicket Keeper,Overseas,67500000.0,253.0,180.0,0.0,0.0,0.0,,1.233157602467148,0.6505497490941625,0.5826078533729855,0.48276009056542224,Auction
Jos Buttler,Mumbai Indians,2016,Wicket Keeper,Overseas,38000000.0,255.0,189.0,0.0,0.0,0.0,,1.2482045448626615,0.45870083466561606,0.7895037101970455,0.6541979831371345,Auction
Jos Buttler,Rajasthan Royals,2018,Wicket Keeper,Overseas,44000000.0,548.0,365.0,0.0,0.0,0.0,,3.452581605805382,0.5076541659790648,2.9449274398263174,2.4402236072313657,Auction
Josh Hazlewood,Chennai Super Kings,2020,Bowler,Overseas,20000000.0,0.0,0.0,1.0,61.0,64.0,6.2950819672131155,-1.5355275538539894,0.24437517752943094,-1.7799027313834204,-1.4748616909738077,Auction
Josh Hazlewood,Royal Challengers Bangalore,2022,Bowler,Overseas,77500000.0,18.0,27.0,20.0,289.0,377.0,7.826989619377163,1.4738103980868356,0.6966804382063803,0.7771299598804553,0.6439448552589445,Auction
Joshua Philippe,Royal Challengers Bangalore,2020,Wicket Keeper,Overseas,2000000.0,78.0,80.0,0.0,0.0,0.0,,-0.08344985714027905,-0.5244961712301279,0.44104631408984885,0.36545947209752094,Auction
Krishnappa Gowtham,Lucknow Super Giants,2022,All-Rounder,Indian,9000000.0,0.0,2.0,5.0,72.0,99.0,8.25,-1.0533679081163057,-0.022259784737057586,-1.031108123379248,-0.8543960541270467,Auction
K.C. Cariappa,Kings XI Punjab,2016,Bowler,Indian,8000000.0,13.0,11.0,3.0,105.0,159.0,9.085714285714285,-1.3254370744029988,-0.06158949366362876,-1.26384758073937,-1.0472484519497525,Auction
Kagiso Rabada,Delhi Daredevils,2017,Bowler,Overseas,50000000.0,55.0,68.0,6.0,137.0,188.0,8.233576642335766,-0.49733099040854517,0.5503398487224915,-1.0476708391310368,-0.868120239460374,Auction
Kagiso Rabada,Punjab Kings,2022,Bowler,Overseas,92500000.0,48.0,47.0,23.0,303.0,406.0,8.03960396039604,1.9814865719619466,0.7557605358901398,1.2257260360718067,1.0156602056711286,Auction
Kane Richardson,Pune Warriors India,2013,Bowler,Overseas,52500000.0,34.0,36.0,2.0,73.0,101.0,8.301369863013699,-1.217178823404721,0.5666316936776639,-1.7838105170823848,-1.478099757482902,Auction
Kane Richardson,Rajasthan Royals,2014,Bowler,Overseas,10000000.0,1.0,2.0,9.0,167.0,206.0,7.401197604790419,-0.2090755248426997,0.012921838746182246,-0.22199736358888195,-0.18395129198995222,Auction
Kane Richardson,Royal Challengers Bangalore,2016,Bowler,Overseas,20000000.0,1.0,1.0,7.0,86.0,136.0,9.488372093023255,-1.0890372666783172,0.24437517752943094,-1.3334124442077482,-1.104891237905584,Auction
Kane Williamson,Sunrisers Hyderabad,2018,Batsman,Overseas,30000000.0,735.0,522.0,0.0,0.0,0.0,,4.8594707197858895,0.3797667013843409,4.479704018401549,3.7119690459189627,Auction
Karn Sharma,Mumbai Indians,2017,All-Rounder,Indian,32000000.0,49.0,42.0,13.0,189.0,214.0,6.7936507936507935,1.1238791719669101,0.4013171839028704,0.7225619880640397,0.59872878262355,Auction
